day,date,year,month,day_of_month,day_of_week,is_weekend,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,powerball,sum_main_balls,mean_main_balls,min_main_ball,max_main_ball,range_main_balls,odd_count,even_count,is_powerball_even
433,2014-03-01,2014,3,1,5,1,8,13,21,37,43,47,14,169,28.17,8,47,39,5,1,1
434,2014-03-05,2014,3,5,2,0,4,20,23,30,33,34,42,144,24.0,4,34,30,2,4,1
435,2014-03-08,2014,3,8,5,1,6,9,24,40,48,49,21,176,29.33,6,49,43,2,4,0
436,2014-03-12,2014,3,12,2,0,1,31,35,42,45,46,18,200,33.33,1,46,45,4,2,1
437,2014-03-15,2014,3,15,5,1,3,6,23,28,30,38,32,128,21.33,3,38,35,2,4,1
438,2014-03-19,2014,3,19,2,0,2,9,21,29,42,47,3,150,25.0,2,47,45,4,2,0
439,2014-03-22,2014,3,22,5,1,16,32,35,37,42,47,49,209,34.83,16,47,31,3,3,0
440,2014-03-26,2014,3,26,2,0,3,23,30,36,37,44,49,173,28.83,3,44,41,3,3,0
441,2014-03-29,2014,3,29,5,1,9,13,17,30,36,45,40,150,25.0,9,45,36,4,2,1
442,2014-04-02,2014,4,2,2,0,9,11,14,33,37,48,31,152,25.33,9,48,39,4,2,0
443,2014-04-05,2014,4,5,5,1,16,17,33,34,44,45,2,189,31.5,16,45,29,3,3,1
444,2014-04-09,2014,4,9,2,0,1,2,22,25,27,36,15,113,18.83,1,36,35,3,3,0
445,2014-04-12,2014,4,12,5,1,14,18,32,35,37,45,9,181,30.17,14,45,31,3,3,0
446,2014-04-16,2014,4,16,2,0,12,13,23,35,36,49,6,168,28.0,12,49,37,4,2,1
447,2014-04-19,2014,4,19,5,1,9,20,23,33,38,44,39,167,27.83,9,44,35,3,3,0
448,2014-04-23,2014,4,23,2,0,14,20,26,39,42,48,3,189,31.5,14,48,34,1,5,0
449,2014-04-26,2014,4,26,5,1,21,28,30,35,39,41,37,194,32.33,21,41,20,4,2,0
450,2014-04-30,2014,4,30,2,0,18,20,21,26,35,45,25,165,27.5,18,45,27,3,3,0
451,2014-05-03,2014,5,3,5,1,13,14,22,26,30,34,48,139,23.17,13,34,21,1,5,1
452,2014-05-07,2014,5,7,2,0,9,15,19,22,48,49,10,162,27.0,9,49,40,4,2,1
453,2014-05-10,2014,5,10,5,1,1,5,7,28,34,41,49,116,19.33,1,41,40,4,2,0
454,2014-05-14,2014,5,14,2,0,9,12,18,20,32,34,31,125,20.83,9,34,25,1,5,0
455,2014-05-17,2014,5,17,5,1,3,4,25,29,33,45,24,139,23.17,3,45,42,5,1,1
456,2014-05-21,2014,5,21,2,0,3,11,19,20,23,44,6,120,20.0,3,44,41,4,2,1
457,2014-05-24,2014,5,24,5,1,2,3,14,15,23,34,8,91,15.17,2,34,32,3,3,1
458,2014-05-28,2014,5,28,2,0,6,8,16,26,28,37,49,121,20.17,6,37,31,1,5,0
459,2014-05-31,2014,5,31,5,1,5,8,15,16,28,29,39,101,16.83,5,29,24,3,3,0
460,2014-06-04,2014,6,4,2,0,16,23,26,39,44,45,35,193,32.17,16,45,29,3,3,0
461,2014-06-07,2014,6,7,5,1,7,8,24,30,37,48,22,154,25.67,7,48,41,2,4,1
462,2014-06-11,2014,6,11,2,0,19,28,34,35,38,44,31,198,33.0,19,44,25,2,4,0
463,2014-06-14,2014,6,14,5,1,12,25,28,37,40,48,3,190,31.67,12,48,36,2,4,0
464,2014-06-18,2014,6,18,2,0,1,3,18,32,34,47,8,135,22.5,1,47,46,3,3,1
465,2014-06-21,2014,6,21,5,1,2,5,8,16,36,38,17,105,17.5,2,38,36,1,5,0
466,2014-06-25,2014,6,25,2,0,4,24,34,36,43,49,9,190,31.67,4,49,45,2,4,0
467,2014-06-28,2014,6,28,5,1,3,7,12,18,28,36,14,104,17.33,3,36,33,2,4,1
468,2014-07-02,2014,7,2,2,0,3,5,6,21,35,49,29,119,19.83,3,49,46,5,1,0
469,2014-07-05,2014,7,5,5,1,3,4,5,22,35,40,24,109,18.17,3,40,37,3,3,1
470,2014-07-09,2014,7,9,2,0,19,25,39,41,44,48,16,216,36.0,19,48,29,4,2,1
471,2014-07-12,2014,7,12,5,1,7,11,14,21,28,45,35,126,21.0,7,45,38,4,2,0
472,2014-07-16,2014,7,16,2,0,15,18,25,28,38,44,11,168,28.0,15,44,29,2,4,0
473,2014-07-19,2014,7,19,5,1,1,11,28,36,37,43,12,156,26.0,1,43,42,4,2,1
474,2014-07-23,2014,7,23,2,0,2,30,35,37,43,44,22,191,31.83,2,44,42,3,3,1
475,2014-07-26,2014,7,26,5,1,10,33,39,45,46,47,35,220,36.67,10,47,37,4,2,0
476,2014-07-30,2014,7,30,2,0,2,9,17,22,32,34,10,116,19.33,2,34,32,2,4,1
477,2014-08-02,2014,8,2,5,1,5,7,16,27,34,41,24,130,21.67,5,41,36,4,2,1
478,2014-08-06,2014,8,6,2,0,6,15,17,30,40,42,41,150,25.0,6,42,36,2,4,0
479,2014-08-09,2014,8,9,5,1,4,11,30,36,38,47,31,166,27.67,4,47,43,2,4,0
480,2014-08-13,2014,8,13,2,0,4,8,26,31,43,46,9,158,26.33,4,46,42,2,4,0
481,2014-08-16,2014,8,16,5,1,1,10,11,14,29,45,3,110,18.33,1,45,44,4,2,0
482,2014-08-20,2014,8,20,2,0,3,4,22,35,39,47,10,150,25.0,3,47,44,4,2,1
483,2014-08-23,2014,8,23,5,1,1,3,32,39,45,47,22,167,27.83,1,47,46,5,1,1
484,2014-08-27,2014,8,27,2,0,9,15,21,28,29,47,48,149,24.83,9,47,38,5,1,1
485,2014-08-30,2014,8,30,5,1,2,5,14,18,19,33,16,91,15.17,2,33,31,3,3,1
486,2014-09-03,2014,9,3,2,0,12,15,16,28,41,46,1,158,26.33,12,46,34,2,4,0
487,2014-09-06,2014,9,6,5,1,5,10,29,30,32,49,15,155,25.83,5,49,44,3,3,0
488,2014-09-10,2014,9,10,2,0,4,8,16,34,38,42,18,142,23.67,4,42,38,0,6,1
489,2014-09-13,2014,9,13,5,1,1,13,21,45,48,49,18,177,29.5,1,49,48,5,1,1
490,2014-09-17,2014,9,17,2,0,14,15,28,29,38,49,7,173,28.83,14,49,35,3,3,0
491,2014-09-20,2014,9,20,5,1,10,28,29,30,36,48,31,181,30.17,10,48,38,1,5,0
492,2014-09-24,2014,9,24,2,0,5,7,17,27,31,48,30,135,22.5,5,48,43,5,1,1
493,2014-09-27,2014,9,27,5,1,3,12,13,29,33,40,39,130,21.67,3,40,37,4,2,0
494,2014-10-01,2014,10,1,2,0,11,17,26,36,46,49,40,185,30.83,11,49,38,3,3,1
495,2014-10-04,2014,10,4,5,1,10,15,16,25,27,38,29,131,21.83,10,38,28,3,3,0
496,2014-10-08,2014,10,8,2,0,11,13,26,30,44,45,46,169,28.17,11,45,34,3,3,1
497,2014-10-11,2014,10,11,5,1,7,8,18,35,40,42,23,150,25.0,7,42,35,2,4,0
498,2014-10-15,2014,10,15,2,0,14,22,26,28,44,49,39,183,30.5,14,49,35,1,5,0
499,2014-10-18,2014,10,18,5,1,3,4,11,24,30,48,22,120,20.0,3,48,45,2,4,1
500,2014-10-22,2014,10,22,2,0,7,13,16,21,24,32,28,113,18.83,7,32,25,3,3,1
501,2014-10-25,2014,10,25,5,1,11,14,36,40,46,48,1,195,32.5,11,48,37,1,5,0
502,2014-10-29,2014,10,29,2,0,12,16,17,25,31,33,4,134,22.33,12,33,21,4,2,1
503,2014-11-01,2014,11,1,5,1,16,24,25,30,36,39,38,170,28.33,16,39,23,2,4,1
504,2014-11-05,2014,11,5,2,0,1,8,9,14,29,32,27,93,15.5,1,32,31,3,3,0
505,2014-11-08,2014,11,8,5,1,5,8,17,43,47,49,30,169,28.17,5,49,44,5,1,1
506,2014-11-12,2014,11,12,2,0,2,8,14,25,35,39,33,123,20.5,2,39,37,3,3,0
507,2014-11-15,2014,11,15,5,1,5,15,25,34,40,46,43,165,27.5,5,46,41,3,3,0
508,2014-11-19,2014,11,19,2,0,3,10,16,27,42,47,41,145,24.17,3,47,44,3,3,0
509,2014-11-22,2014,11,22,5,1,7,18,29,39,44,45,37,182,30.33,7,45,38,4,2,0
510,2014-11-26,2014,11,26,2,0,1,3,16,17,29,48,23,114,19.0,1,48,47,4,2,0
511,2014-11-29,2014,11,29,5,1,9,24,28,36,40,45,31,182,30.33,9,45,36,2,4,0
512,2014-12-03,2014,12,3,2,0,13,15,26,28,38,48,2,168,28.0,13,48,35,2,4,1
513,2014-12-06,2014,12,6,5,1,4,9,23,39,40,48,7,163,27.17,4,48,44,3,3,0
514,2014-12-10,2014,12,10,2,0,5,10,16,17,36,42,32,126,21.0,5,42,37,2,4,1
515,2014-12-13,2014,12,13,5,1,4,9,12,26,32,39,43,122,20.33,4,39,35,2,4,0
516,2014-12-17,2014,12,17,2,0,2,16,23,25,29,40,18,135,22.5,2,40,38,3,3,1
517,2014-12-20,2014,12,20,5,1,10,13,34,35,39,41,33,172,28.67,10,41,31,4,2,0
518,2014-12-24,2014,12,24,2,0,16,19,27,37,38,44,46,181,30.17,16,44,28,3,3,1
519,2014-12-27,2014,12,27,5,1,15,20,24,27,37,43,17,166,27.67,15,43,28,4,2,0
520,2014-12-31,2014,12,31,2,0,1,12,14,24,45,47,43,143,23.83,1,47,46,3,3,0
521,2015-01-03,2015,1,3,5,1,8,13,22,25,27,39,11,134,22.33,8,39,31,4,2,0
522,2015-01-07,2015,1,7,2,0,4,5,29,33,43,49,1,163,27.17,4,49,45,5,1,0
523,2015-01-10,2015,1,10,5,1,15,25,27,38,41,43,40,189,31.5,15,43,28,5,1,1
524,2015-01-14,2015,1,14,2,0,9,11,13,16,28,41,17,118,19.67,9,41,32,4,2,0
525,2015-01-17,2015,1,17,5,1,4,6,13,22,31,36,41,112,18.67,4,36,32,2,4,0
526,2015-01-21,2015,1,21,2,0,9,24,27,31,34,36,2,161,26.83,9,36,27,3,3,1
527,2015-01-24,2015,1,24,5,1,6,17,27,30,40,43,11,163,27.17,6,43,37,3,3,0
528,2015-01-28,2015,1,28,2,0,7,30,31,39,42,44,46,193,32.17,7,44,37,3,3,1
529,2015-01-31,2015,1,31,5,1,7,9,11,15,19,26,32,87,14.5,7,26,19,5,1,1
530,2015-02-04,2015,2,4,2,0,7,8,11,16,30,44,43,116,19.33,7,44,37,2,4,0
531,2015-02-07,2015,2,7,5,1,4,15,20,30,38,42,12,149,24.83,4,42,38,1,5,1
532,2015-02-11,2015,2,11,2,0,28,32,41,43,46,49,48,239,39.83,28,49,21,3,3,1
533,2015-02-14,2015,2,14,5,1,6,32,33,38,40,49,35,198,33.0,6,49,43,2,4,0
534,2015-02-18,2015,2,18,2,0,2,4,19,34,45,47,29,151,25.17,2,47,45,3,3,0
535,2015-02-21,2015,2,21,5,1,5,27,40,41,42,46,8,201,33.5,5,46,41,3,3,1
536,2015-02-25,2015,2,25,2,0,14,15,32,33,34,39,20,167,27.83,14,39,25,3,3,1
537,2015-02-28,2015,2,28,5,1,7,9,17,18,27,35,44,113,18.83,7,35,28,5,1,1
538,2015-03-04,2015,3,4,2,0,13,18,20,29,33,43,27,156,26.0,13,43,30,4,2,0
539,2015-03-07,2015,3,7,5,1,8,17,22,31,41,43,16,162,27.0,8,43,35,4,2,1
540,2015-03-11,2015,3,11,2,0,4,18,20,22,33,46,1,143,23.83,4,46,42,1,5,0
541,2015-03-14,2015,3,14,5,1,17,22,23,26,30,40,41,158,26.33,17,40,23,2,4,0
542,2015-03-18,2015,3,18,2,0,6,8,20,23,35,39,47,131,21.83,6,39,33,3,3,0
543,2015-03-21,2015,3,21,5,1,6,13,21,24,38,48,45,150,25.0,6,48,42,2,4,0
544,2015-03-25,2015,3,25,2,0,3,5,17,37,47,49,8,158,26.33,3,49,46,6,0,1
545,2015-03-28,2015,3,28,5,1,10,11,18,24,40,46,14,149,24.83,10,46,36,1,5,1
546,2015-04-01,2015,4,1,2,0,14,21,23,33,36,38,9,165,27.5,14,38,24,3,3,0
547,2015-04-04,2015,4,4,5,1,15,26,27,33,40,45,34,186,31.0,15,45,30,4,2,1
548,2015-04-08,2015,4,8,2,0,27,29,30,33,45,49,11,213,35.5,27,49,22,5,1,0
549,2015-04-11,2015,4,11,5,1,5,6,22,24,32,43,9,132,22.0,5,43,38,2,4,0
550,2015-04-15,2015,4,15,2,0,17,19,26,34,35,46,3,177,29.5,17,46,29,3,3,0
551,2015-04-18,2015,4,18,5,1,2,9,18,25,29,34,14,117,19.5,2,34,32,3,3,1
552,2015-04-22,2015,4,22,2,0,2,17,19,27,45,49,6,159,26.5,2,49,47,5,1,1
553,2015-04-25,2015,4,25,5,1,3,4,6,20,25,36,16,94,15.67,3,36,33,2,4,1
554,2015-04-29,2015,4,29,2,0,1,19,21,28,34,45,4,148,24.67,1,45,44,4,2,1
555,2015-05-02,2015,5,2,5,1,3,6,28,35,42,43,1,157,26.17,3,43,40,3,3,0
556,2015-05-06,2015,5,6,2,0,3,7,12,16,29,35,34,102,17.0,3,35,32,4,2,1
557,2015-05-09,2015,5,9,5,1,8,10,11,14,30,48,5,121,20.17,8,48,40,1,5,0
558,2015-05-13,2015,5,13,2,0,12,13,17,27,35,37,21,141,23.5,12,37,25,5,1,0
559,2015-05-16,2015,5,16,5,1,5,22,23,25,40,43,31,158,26.33,5,43,38,4,2,0
560,2015-05-20,2015,5,20,2,0,12,23,27,31,34,39,49,166,27.67,12,39,27,4,2,0
561,2015-05-23,2015,5,23,5,1,6,18,26,30,34,40,15,154,25.67,6,40,34,0,6,0
562,2015-05-27,2015,5,27,2,0,2,20,22,30,36,43,9,153,25.5,2,43,41,1,5,0
563,2015-05-30,2015,5,30,5,1,8,10,16,24,25,44,4,127,21.17,8,44,36,1,5,1
564,2015-06-03,2015,6,3,2,0,16,18,20,21,23,39,31,137,22.83,16,39,23,3,3,0
565,2015-06-06,2015,6,6,5,1,4,21,22,24,33,38,19,142,23.67,4,38,34,2,4,0
566,2015-06-10,2015,6,10,2,0,3,5,23,37,40,48,2,156,26.0,3,48,45,4,2,1
567,2015-06-13,2015,6,13,5,1,10,23,24,35,36,43,37,171,28.5,10,43,33,3,3,0
568,2015-06-17,2015,6,17,2,0,13,14,22,28,32,34,15,143,23.83,13,34,21,1,5,0
569,2015-06-20,2015,6,20,5,1,4,28,39,44,45,48,12,208,34.67,4,48,44,2,4,1
570,2015-06-24,2015,6,24,2,0,3,5,23,36,39,43,45,149,24.83,3,43,40,5,1,0
571,2015-06-27,2015,6,27,5,1,6,18,28,32,37,42,39,163,27.17,6,42,36,1,5,0
572,2015-07-01,2015,7,1,2,0,1,4,10,16,22,39,13,92,15.33,1,39,38,2,4,0
573,2015-07-04,2015,7,4,5,1,2,5,6,7,8,37,48,65,10.83,2,37,35,3,3,1
574,2015-07-08,2015,7,8,2,0,5,23,26,30,39,48,47,171,28.5,5,48,43,3,3,0
575,2015-07-11,2015,7,11,5,1,2,3,14,25,30,31,5,105,17.5,2,31,29,3,3,0
576,2015-07-15,2015,7,15,2,0,8,12,13,36,38,43,40,150,25.0,8,43,35,2,4,1
577,2015-07-18,2015,7,18,5,1,5,7,18,22,31,32,15,115,19.17,5,32,27,3,3,0
578,2015-07-22,2015,7,22,2,0,20,23,40,43,47,49,15,222,37.0,20,49,29,4,2,0
579,2015-07-25,2015,7,25,5,1,15,17,18,24,35,42,22,151,25.17,15,42,27,3,3,1
580,2015-07-29,2015,7,29,2,0,3,6,28,34,39,43,2,153,25.5,3,43,40,3,3,1
581,2015-08-01,2015,8,1,5,1,8,22,24,33,38,40,26,165,27.5,8,40,32,1,5,1
582,2015-08-05,2015,8,5,2,0,8,15,17,29,34,38,31,141,23.5,8,38,30,3,3,0
583,2015-08-08,2015,8,8,5,1,12,17,22,29,37,48,40,165,27.5,12,48,36,3,3,1
584,2015-08-12,2015,8,12,2,0,6,20,25,29,32,35,46,147,24.5,6,35,29,3,3,1
585,2015-08-15,2015,8,15,5,1,2,11,16,24,33,43,14,129,21.5,2,43,41,3,3,1
586,2015-08-19,2015,8,19,2,0,1,2,3,6,23,28,24,63,10.5,1,28,27,3,3,1
587,2015-08-22,2015,8,22,5,1,1,4,9,34,38,41,17,127,21.17,1,41,40,3,3,0
588,2015-08-26,2015,8,26,2,0,11,20,21,30,37,42,28,161,26.83,11,42,31,3,3,1
589,2015-08-29,2015,8,29,5,1,14,28,31,32,36,46,3,187,31.17,14,46,32,1,5,0
590,2015-09-02,2015,9,2,2,0,3,4,6,8,23,39,18,83,13.83,3,39,36,3,3,1
591,2015-09-05,2015,9,5,5,1,1,2,8,18,19,42,10,90,15.0,1,42,41,2,4,1
592,2015-09-09,2015,9,9,2,0,7,9,23,37,41,45,31,162,27.0,7,45,38,6,0,0
593,2015-09-12,2015,9,12,5,1,2,7,21,42,43,47,48,162,27.0,2,47,45,4,2,1
594,2015-09-16,2015,9,16,2,0,3,5,7,13,38,47,28,113,18.83,3,47,44,5,1,1
595,2015-09-19,2015,9,19,5,1,1,2,9,19,33,39,16,103,17.17,1,39,38,5,1,1
596,2015-09-23,2015,9,23,2,0,8,14,23,28,35,46,17,154,25.67,8,46,38,2,4,0
597,2015-09-26,2015,9,26,5,1,9,28,32,37,39,46,42,191,31.83,9,46,37,3,3,1
598,2015-09-30,2015,9,30,2,0,3,4,40,44,46,49,1,186,31.0,3,49,46,2,4,0
599,2015-10-03,2015,10,3,5,1,2,16,29,41,44,48,23,180,30.0,2,48,46,2,4,0
600,2015-10-07,2015,10,7,2,0,1,8,24,31,43,46,25,153,25.5,1,46,45,3,3,0
601,2015-10-10,2015,10,10,5,1,1,2,19,30,34,45,40,131,21.83,1,45,44,3,3,1
602,2015-10-14,2015,10,14,2,0,5,12,19,32,37,42,25,147,24.5,5,42,37,3,3,0
603,2015-10-17,2015,10,17,5,1,8,17,22,34,38,47,10,166,27.67,8,47,39,2,4,1
604,2015-10-21,2015,10,21,2,0,13,14,20,30,33,38,3,148,24.67,13,38,25,2,4,0
605,2015-10-24,2015,10,24,5,1,5,11,28,29,31,40,46,144,24.0,5,40,35,4,2,1
606,2015-10-28,2015,10,28,2,0,16,23,31,42,46,47,4,205,34.17,16,47,31,3,3,1
607,2015-10-31,2015,10,31,5,1,1,20,24,30,39,44,26,158,26.33,1,44,43,2,4,1
608,2015-11-04,2015,11,4,2,0,29,31,36,38,39,40,6,213,35.5,29,40,11,3,3,1
609,2015-11-07,2015,11,7,5,1,1,3,4,7,16,20,5,51,8.5,1,20,19,3,3,0
610,2015-11-11,2015,11,11,2,0,2,14,20,21,25,37,24,119,19.83,2,37,35,3,3,1
611,2015-11-14,2015,11,14,5,1,4,5,8,11,38,44,31,110,18.33,4,44,40,2,4,0
612,2015-11-18,2015,11,18,2,0,3,14,27,30,38,41,22,153,25.5,3,41,38,3,3,1
